0,0,436,108
0,0,428,109
0,0,429,109
0,0,430,109
0,0,431,109
0,0,432,109
0,0,433,109
0,0,434,109
0,0,435,109
0,0,436,109
0,0,437,109
0,0,423,110
0,0,424,110
0,0,425,110
0,0,426,110
0,0,427,110
0,0,428,110
0,0,429,110
0,0,430,110
0,0,431,110
0,0,432,110
0,0,433,110
0,0,434,110
0,0,435,110
0,0,436,110
0,0,437,110
0,0,417,111
0,0,418,111
0,0,419,111
0,0,420,111
0,0,421,111
0,0,422,111
0,0,423,111
0,0,424,111
0,0,425,111
0,0,426,111
0,0,427,111
0,0,428,111
0,0,429,111
0,0,430,111
0,0,431,111
0,0,432,111
0,0,433,111
0,0,434,111
0,0,435,111
0,0,436,111
0,0,411,112
0,0,412,112
0,0,413,112
0,0,414,112
0,0,415,112
0,0,416,112
0,0,417,112
0,0,418,112
0,0,419,112
0,0,420,112
0,0,421,112
0,0,422,112
0,0,423,112
0,0,424,112
0,0,425,112
0,0,426,112
0,0,427,112
0,0,428,112
0,0,404,113
0,0,405,113
0,0,406,113
0,0,407,113
0,0,408,113
0,0,409,113
0,0,410,113
0,0,411,113
0,0,412,113
0,0,413,113
0,0,414,113
0,0,415,113
0,0,416,113
0,0,417,113
0,0,418,113
0,0,419,113
0,0,420,113
0,0,421,113
0,0,422,113
0,0,423,113
0,0,399,114
0,0,400,114
0,0,401,114
0,0,402,114
0,0,403,114
0,0,404,114
0,0,405,114
0,0,406,114
0,0,407,114
0,0,408,114
0,0,409,114
0,0,410,114
0,0,411,114
0,0,412,114
0,0,413,114
0,0,414,114
0,0,415,114
0,0,416,114
0,0,417,114
0,0,396,115
0,0,397,115
0,0,398,115
0,0,399,115
0,0,400,115
0,0,401,115
0,0,402,115
0,0,403,115
0,0,404,115
0,0,405,115
0,0,406,115
0,0,407,115
0,0,408,115
0,0,409,115
0,0,410,115
0,0,411,115
0,0,393,116
0,0,394,116
0,0,395,116
0,0,396,116
0,0,397,116
0,0,398,116
0,0,399,116
0,0,400,116
0,0,401,116
0,0,402,116
0,0,403,116
0,0,404,116
0,0,390,117
0,0,391,117
0,0,392,117
0,0,393,117
0,0,394,117
0,0,395,117
0,0,396,117
0,0,397,117
0,0,398,117
0,0,399,117
0,0,400,117
0,0,388,118
0,0,389,118
0,0,390,118
0,0,391,118
0,0,392,118
0,0,393,118
